"rowname","MeanDecreaseGini","Rank","Study","RepeatTimes","Fold","FeatureCount"
"Olsenella_unclassified",0.427776005585718,40,"PRJEB27928",9,4,50
"Clostridium_bartlettii",0.717652565864247,28,"PRJEB27928",9,4,50
"Clostridium_clostridioforme",1.54724177232259,4,"PRJEB27928",9,3,50
"Parvimonas_unclassified",2.17902040994236,2,"PRJEB27928",9,3,50
"Anaerotruncus_unclassified",2.47555592929521,1,"PRJEB27928",9,3,50
"Parvimonas_micra",1.25809159161779,13,"PRJEB27928",9,3,50
"Solobacterium_moorei",1.76389391306112,3,"PRJEB27928",9,3,50
"Peptostreptococcus_stomatis",1.48624193825528,7,"PRJEB27928",9,3,50
"Gemella_morbillorum",1.21316254057968,16,"PRJEB27928",9,3,50
"Ruminococcus_albus",1.5074915640838,5,"PRJEB27928",9,3,50
"Clostridium_symbiosum",1.48305108947014,8,"PRJEB27928",9,3,50
"Porphyromonas_asaccharolytica",0.889461945999278,21,"PRJEB27928",9,3,50
"Ruminococcus_torques",1.33957748445744,11,"PRJEB27928",9,3,50
"Clostridiales_bacterium_1_7_47FAA",1.3588133732414,10,"PRJEB27928",9,3,50
"Fusobacterium_nucleatum",0.797534530707801,26,"PRJEB27928",9,3,50
"Clostridiaceae_bacterium_JC118",0.855078166943925,23,"PRJEB27928",9,3,50
"Clostridium_hathewayi",1.24408973995683,14,"PRJEB27928",9,3,50
"Rothia_dentocariosa",0.630798401875879,31,"PRJEB27928",9,3,50
"Subdoligranulum_variabile",1.21564351462992,15,"PRJEB27928",9,3,50
"Butyrivibrio_unclassified",0.576010439306176,33,"PRJEB27928",9,3,50
"Subdoligranulum_sp_4_3_54A2FAA",0.528256773621135,36,"PRJEB27928",9,3,50
"Deinococcus_unclassified",0.433896344162934,40,"PRJEB27928",9,3,50
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.42179266352864,9,"PRJEB27928",9,3,50
"Peptostreptococcus_unclassified",0.670759450825746,29,"PRJEB27928",9,3,50
"Streptococcus_mitis_oralis_pneumoniae",1.03403153185727,19,"PRJEB27928",9,3,50
"Clostridium_scindens",1.49120195695644,6,"PRJEB27928",9,3,50
"Mitsuokella_unclassified",0.362154790679018,42,"PRJEB27928",9,3,50
"Butyricimonas_synergistica",0.441721794325578,38,"PRJEB27928",9,3,50
"Oxalobacter_formigenes",0.856543263398331,22,"PRJEB27928",9,3,50
"Campylobacter_ureolyticus",0.163352024404603,50,"PRJEB27928",9,3,50
"Granulicatella_adiacens",1.03519475446296,18,"PRJEB27928",9,3,50
"Bacteroides_nordii",0.585978187879331,32,"PRJEB27928",9,3,50
"Porphyromonas_uenonis",0.337833943718922,44,"PRJEB27928",9,3,50
"Clostridium_bolteae",1.3139538156761,12,"PRJEB27928",9,3,50
"Eubacterium_infirmum",0.327626219169635,45,"PRJEB27928",9,3,50
"Bacteroides_ovatus",0.958144692864583,20,"PRJEB27928",9,3,50
"Clostridium_citroniae",1.10671432403426,17,"PRJEB27928",9,3,50
"Blautia_hydrogenotrophica",0.391010746943992,41,"PRJEB27928",9,3,50
"Streptococcus_anginosus",0.81932349306052,25,"PRJEB27928",9,3,50
"Lachnospiraceae_bacterium_1_4_56FAA",0.292331403200813,46,"PRJEB27928",9,3,50
"Porphyromonas_somerae",0.237258678172972,49,"PRJEB27928",9,3,50
"candidate_division_TM7_single_cell_isolate_TM7c",0.51674878982004,37,"PRJEB27928",9,3,50
"Streptococcus_cristatus",0.263615317925575,48,"PRJEB27928",9,3,50
"Megasphaera_unclassified",0.267503870346539,47,"PRJEB27928",9,3,50
"Scardovia_wiggsiae",0.532485456015187,35,"PRJEB27928",9,3,50
"Eggerthella_lenta",0.436610993639943,39,"PRJEB27928",9,3,50
"Bacteroides_coprocola",0.352946875577133,43,"PRJEB27928",9,3,50
"Coprobacillus_unclassified",0.65860550744833,30,"PRJEB27928",9,3,50
"Gemella_sanguinis",0.744274840366876,27,"PRJEB27928",9,3,50
"Faecalibacterium_prausnitzii",0.838611611693668,24,"PRJEB27928",9,3,50
"Olsenella_unclassified",0.672610834200884,28,"PRJEB27928",9,3,50
"Clostridium_bartlettii",0.549744585734711,34,"PRJEB27928",9,3,50
"Clostridium_clostridioforme",0.205026068589661,27,"PRJEB27928",9,2,50
"Parvimonas_unclassified",7.54645919348905,2,"PRJEB27928",9,2,50
"Anaerotruncus_unclassified",15.8807840946056,1,"PRJEB27928",9,2,50
"Parvimonas_micra",0.210148483330628,25,"PRJEB27928",9,2,50
"Solobacterium_moorei",6.15472942655731,3,"PRJEB27928",9,2,50
"Peptostreptococcus_stomatis",0.0367442176870748,44,"PRJEB27928",9,2,50
"Gemella_morbillorum",0.688276295083756,15,"PRJEB27928",9,2,50
"Ruminococcus_albus",0.822815237089507,14,"PRJEB27928",9,2,50
"Clostridium_symbiosum",0.520842995814776,16,"PRJEB27928",9,2,50
"Porphyromonas_asaccharolytica",0.164169230581742,29,"PRJEB27928",9,2,50
"Ruminococcus_torques",1.45360455202869,5,"PRJEB27928",9,2,50
"Clostridiales_bacterium_1_7_47FAA",0.398369639301487,17,"PRJEB27928",9,2,50
"Fusobacterium_nucleatum",0.0356080727077915,46,"PRJEB27928",9,2,50
"Clostridiaceae_bacterium_JC118",0.0651620103518067,38,"PRJEB27928",9,2,50
"Clostridium_hathewayi",2.16935556907687,4,"PRJEB27928",9,2,50
"Rothia_dentocariosa",0.123712901334843,32,"PRJEB27928",9,2,50
"Subdoligranulum_variabile",1.02089576616057,12,"PRJEB27928",9,2,50
"Butyrivibrio_unclassified",0.0540953745368292,41,"PRJEB27928",9,2,50
"Subdoligranulum_sp_4_3_54A2FAA",0.102514239254688,34,"PRJEB27928",9,2,50
"Deinococcus_unclassified",0.051664822582828,42,"PRJEB27928",9,2,50
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.36733171952096,6,"PRJEB27928",9,2,50
"Peptostreptococcus_unclassified",0.240113504894871,22,"PRJEB27928",9,2,50
"Streptococcus_mitis_oralis_pneumoniae",0.981572857415245,13,"PRJEB27928",9,2,50
"Clostridium_scindens",1.20482953464592,9,"PRJEB27928",9,2,50
"Mitsuokella_unclassified",0.00766666666666667,48,"PRJEB27928",9,2,50
"Butyricimonas_synergistica",0.0735528144941778,36,"PRJEB27928",9,2,50
"Oxalobacter_formigenes",1.12532082735705,11,"PRJEB27928",9,2,50
"Campylobacter_ureolyticus",0.0035,50,"PRJEB27928",9,2,50
"Granulicatella_adiacens",1.36574894041852,7,"PRJEB27928",9,2,50
"Bacteroides_nordii",0.172113576794966,28,"PRJEB27928",9,2,50
"Porphyromonas_uenonis",0.0347059747417245,47,"PRJEB27928",9,2,50
"Clostridium_bolteae",0.366380427549014,18,"PRJEB27928",9,2,50
"Eubacterium_infirmum",0.0655283319918006,37,"PRJEB27928",9,2,50
"Bacteroides_ovatus",1.29023733967988,8,"PRJEB27928",9,2,50
"Clostridium_citroniae",0.208773383867615,26,"PRJEB27928",9,2,50
"Blautia_hydrogenotrophica",0.126357122132122,31,"PRJEB27928",9,2,50
"Streptococcus_anginosus",0.283731717943146,21,"PRJEB27928",9,2,50
"Lachnospiraceae_bacterium_1_4_56FAA",0.0362636290071584,45,"PRJEB27928",9,2,50
"Porphyromonas_somerae",0.00571428571428571,49,"PRJEB27928",9,2,50
"candidate_division_TM7_single_cell_isolate_TM7c",0.0381688996502556,43,"PRJEB27928",9,2,50
"Streptococcus_cristatus",0.0626398903364307,39,"PRJEB27928",9,2,50
"Megasphaera_unclassified",0.216442823956194,24,"PRJEB27928",9,2,50
"Scardovia_wiggsiae",0.0594010692489925,40,"PRJEB27928",9,2,50
"Eggerthella_lenta",0.104572908560841,33,"PRJEB27928",9,2,50
"Bacteroides_coprocola",0.312397265498395,20,"PRJEB27928",9,2,50
"Coprobacillus_unclassified",0.0803019651845739,35,"PRJEB27928",9,2,50
"Gemella_sanguinis",1.18954617134768,10,"PRJEB27928",9,2,50
"Faecalibacterium_prausnitzii",0.351111864982227,19,"PRJEB27928",9,2,50
"Olsenella_unclassified",0.15077445473631,30,"PRJEB27928",9,2,50
"Clostridium_bartlettii",0.23350184149745,23,"PRJEB27928",9,2,50
"Clostridium_clostridioforme",1.1789124303625,12,"PRJEB27928",9,1,50
"Parvimonas_unclassified",2.21993582884877,3,"PRJEB27928",9,1,50
"Anaerotruncus_unclassified",2.90292769010862,1,"PRJEB27928",9,1,50
"Parvimonas_micra",1.10406071576738,18,"PRJEB27928",9,1,50
"Solobacterium_moorei",2.67064404934335,2,"PRJEB27928",9,1,50
"Peptostreptococcus_stomatis",1.14809097687915,15,"PRJEB27928",9,1,50
"Gemella_morbillorum",1.12867325184568,17,"PRJEB27928",9,1,50
"Ruminococcus_albus",1.22774188521111,11,"PRJEB27928",9,1,50
"Clostridium_symbiosum",1.09052484455242,20,"PRJEB27928",9,1,50
"Porphyromonas_asaccharolytica",0.998833667674578,22,"PRJEB27928",9,1,50
"Ruminococcus_torques",1.37709488565519,7,"PRJEB27928",9,1,50
"Clostridiales_bacterium_1_7_47FAA",1.14629474079539,16,"PRJEB27928",9,1,50
"Fusobacterium_nucleatum",1.16724158909763,13,"PRJEB27928",9,1,50
"Clostridiaceae_bacterium_JC118",0.694420363937283,28,"PRJEB27928",9,1,50
"Clostridium_hathewayi",1.80506265604134,4,"PRJEB27928",9,1,50
"Rothia_dentocariosa",0.45719581810387,34,"PRJEB27928",9,1,50
"Subdoligranulum_variabile",1.64814990219039,5,"PRJEB27928",9,1,50
"Butyrivibrio_unclassified",0.416214003515721,40,"PRJEB27928",9,1,50
"Subdoligranulum_sp_4_3_54A2FAA",0.454027380910083,37,"PRJEB27928",9,1,50
"Deinococcus_unclassified",0.408529862002444,42,"PRJEB27928",9,1,50
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.35807271209304,8,"PRJEB27928",9,1,50
"Peptostreptococcus_unclassified",0.632522953369095,29,"PRJEB27928",9,1,50
"Streptococcus_mitis_oralis_pneumoniae",0.764613157549858,26,"PRJEB27928",9,1,50
"Clostridium_scindens",1.00378070993469,21,"PRJEB27928",9,1,50
"Mitsuokella_unclassified",0.41201351174406,41,"PRJEB27928",9,1,50
"Butyricimonas_synergistica",0.444904725110497,38,"PRJEB27928",9,1,50
"Oxalobacter_formigenes",0.500870071697452,32,"PRJEB27928",9,1,50
"Campylobacter_ureolyticus",0.214118639972489,49,"PRJEB27928",9,1,50
"Granulicatella_adiacens",1.16227561087615,14,"PRJEB27928",9,1,50
"Bacteroides_nordii",0.875007424847983,23,"PRJEB27928",9,1,50
"Porphyromonas_uenonis",0.26001669506301,48,"PRJEB27928",9,1,50
"Clostridium_bolteae",1.24117850224011,10,"PRJEB27928",9,1,50
"Eubacterium_infirmum",0.388435138448494,43,"PRJEB27928",9,1,50
"Bacteroides_ovatus",1.27925448520322,9,"PRJEB27928",9,1,50
"Clostridium_citroniae",1.09242199700772,19,"PRJEB27928",9,1,50
"Blautia_hydrogenotrophica",0.545062625931653,31,"PRJEB27928",9,1,50
"Streptococcus_anginosus",1.5201146615887,6,"PRJEB27928",9,1,50
"Lachnospiraceae_bacterium_1_4_56FAA",0.443771559143997,39,"PRJEB27928",9,1,50
"Porphyromonas_somerae",0.318705501905645,46,"PRJEB27928",9,1,50
"candidate_division_TM7_single_cell_isolate_TM7c",0.357757004266168,44,"PRJEB27928",9,1,50
"Streptococcus_cristatus",0.164955666486241,50,"PRJEB27928",9,1,50
"Megasphaera_unclassified",0.294981952382074,47,"PRJEB27928",9,1,50
"Scardovia_wiggsiae",0.455485698449442,35,"PRJEB27928",9,1,50
"Eggerthella_lenta",0.809963255267536,25,"PRJEB27928",9,1,50
"Bacteroides_coprocola",0.342483406820847,45,"PRJEB27928",9,1,50
"Coprobacillus_unclassified",0.468607854566709,33,"PRJEB27928",9,1,50
"Gemella_sanguinis",0.552015356969699,30,"PRJEB27928",9,1,50
"Faecalibacterium_prausnitzii",0.833100085196922,24,"PRJEB27928",9,1,50
"Olsenella_unclassified",0.454899699112425,36,"PRJEB27928",9,1,50
"Clostridium_bartlettii",0.722560530274074,27,"PRJEB27928",9,1,50
"Clostridium_clostridioforme",1.05794382500979,17,"PRJEB27928",8,5,50
"Parvimonas_unclassified",1.97002436783837,3,"PRJEB27928",8,5,50
"Anaerotruncus_unclassified",2.66272409884785,1,"PRJEB27928",8,5,50
"Parvimonas_micra",1.26571238156331,11,"PRJEB27928",8,5,50
"Solobacterium_moorei",1.75069462381069,5,"PRJEB27928",8,5,50
"Peptostreptococcus_stomatis",1.11679570751989,16,"PRJEB27928",8,5,50
"Gemella_morbillorum",1.03588330831471,18,"PRJEB27928",8,5,50
"Ruminococcus_albus",1.01455805374567,20,"PRJEB27928",8,5,50
"Clostridium_symbiosum",1.67928026540588,6,"PRJEB27928",8,5,50
"Porphyromonas_asaccharolytica",1.03195221150648,19,"PRJEB27928",8,5,50
"Ruminococcus_torques",1.79745378085798,4,"PRJEB27928",8,5,50
"Clostridiales_bacterium_1_7_47FAA",1.29739665471447,10,"PRJEB27928",8,5,50
"Fusobacterium_nucleatum",1.22950453728858,12,"PRJEB27928",8,5,50
"Clostridiaceae_bacterium_JC118",0.779418115863393,26,"PRJEB27928",8,5,50
"Clostridium_hathewayi",2.08058206699312,2,"PRJEB27928",8,5,50
"Rothia_dentocariosa",0.650901865011626,29,"PRJEB27928",8,5,50
"Subdoligranulum_variabile",1.37060165926902,8,"PRJEB27928",8,5,50
"Butyrivibrio_unclassified",0.331943644145206,43,"PRJEB27928",8,5,50
"Subdoligranulum_sp_4_3_54A2FAA",0.597496733510429,32,"PRJEB27928",8,5,50
"Deinococcus_unclassified",0.348282927117383,42,"PRJEB27928",8,5,50
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.38008667986972,7,"PRJEB27928",8,5,50
"Peptostreptococcus_unclassified",0.635978368365607,30,"PRJEB27928",8,5,50
"Streptococcus_mitis_oralis_pneumoniae",1.19781112542859,14,"PRJEB27928",8,5,50
"Clostridium_scindens",0.797316171387912,24,"PRJEB27928",8,5,50
"Mitsuokella_unclassified",0.422479442959919,41,"PRJEB27928",8,5,50
"Butyricimonas_synergistica",0.15859265381059,50,"PRJEB27928",8,5,50
"Oxalobacter_formigenes",0.785867191000498,25,"PRJEB27928",8,5,50
"Campylobacter_ureolyticus",0.159181932194416,49,"PRJEB27928",8,5,50
"Granulicatella_adiacens",0.663778984726634,28,"PRJEB27928",8,5,50
"Bacteroides_nordii",0.532511620166358,37,"PRJEB27928",8,5,50
"Porphyromonas_uenonis",0.452291297502182,38,"PRJEB27928",8,5,50
"Clostridium_bolteae",1.31527121738586,9,"PRJEB27928",8,5,50
"Eubacterium_infirmum",0.309894719760807,46,"PRJEB27928",8,5,50
"Bacteroides_ovatus",0.881048511213753,22,"PRJEB27928",8,5,50
"Clostridium_citroniae",1.16433214599677,15,"PRJEB27928",8,5,50
"Blautia_hydrogenotrophica",0.549702497270993,36,"PRJEB27928",8,5,50
"Streptococcus_anginosus",1.20905288435072,13,"PRJEB27928",8,5,50
"Lachnospiraceae_bacterium_1_4_56FAA",0.227051314876051,47,"PRJEB27928",8,5,50
"Porphyromonas_somerae",0.315645446376055,45,"PRJEB27928",8,5,50
"candidate_division_TM7_single_cell_isolate_TM7c",0.330994488908917,44,"PRJEB27928",8,5,50
"Streptococcus_cristatus",0.183147790647209,48,"PRJEB27928",8,5,50
"Megasphaera_unclassified",0.575266344632384,34,"PRJEB27928",8,5,50
"Scardovia_wiggsiae",0.589520364253938,33,"PRJEB27928",8,5,50
"Eggerthella_lenta",0.562506770667539,35,"PRJEB27928",8,5,50
"Bacteroides_coprocola",0.425572007451498,40,"PRJEB27928",8,5,50
"Coprobacillus_unclassified",0.747801350103458,27,"PRJEB27928",8,5,50
"Gemella_sanguinis",0.844583163139314,23,"PRJEB27928",8,5,50
"Faecalibacterium_prausnitzii",0.93471120583734,21,"PRJEB27928",8,5,50
"Olsenella_unclassified",0.43830457326504,39,"PRJEB27928",8,5,50
"Clostridium_bartlettii",0.625750114904174,31,"PRJEB27928",8,5,50
"Clostridium_clostridioforme",1.52816169711936,7,"PRJEB27928",8,4,50
"Parvimonas_unclassified",2.05370273125906,4,"PRJEB27928",8,4,50
"Anaerotruncus_unclassified",2.2057018711481,1,"PRJEB27928",8,4,50
"Parvimonas_micra",1.31940314254244,10,"PRJEB27928",8,4,50
"Solobacterium_moorei",2.1872955154229,2,"PRJEB27928",8,4,50
"Peptostreptococcus_stomatis",1.62390787024441,6,"PRJEB27928",8,4,50
"Gemella_morbillorum",1.40734164470971,8,"PRJEB27928",8,4,50
"Ruminococcus_albus",1.1839649929869,16,"PRJEB27928",8,4,50
"Clostridium_symbiosum",1.10383862409557,19,"PRJEB27928",8,4,50
"Porphyromonas_asaccharolytica",1.0274242167158,21,"PRJEB27928",8,4,50
"Ruminococcus_torques",1.84751539553522,5,"PRJEB27928",8,4,50
"Clostridiales_bacterium_1_7_47FAA",1.2485632730293,12,"PRJEB27928",8,4,50
"Fusobacterium_nucleatum",1.06238998222732,20,"PRJEB27928",8,4,50
"Clostridiaceae_bacterium_JC118",0.582073776055147,32,"PRJEB27928",8,4,50
"Clostridium_hathewayi",2.11346262798883,3,"PRJEB27928",8,4,50
"Rothia_dentocariosa",0.908901760631032,22,"PRJEB27928",8,4,50
"Subdoligranulum_variabile",1.3620371931388,9,"PRJEB27928",8,4,50
"Butyrivibrio_unclassified",0.388000861674541,40,"PRJEB27928",8,4,50
"Subdoligranulum_sp_4_3_54A2FAA",0.507485521712382,35,"PRJEB27928",8,4,50
"Deinococcus_unclassified",0.217291292072133,49,"PRJEB27928",8,4,50
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.1465392789569,18,"PRJEB27928",8,4,50
"Peptostreptococcus_unclassified",0.896620780785675,23,"PRJEB27928",8,4,50
"Streptococcus_mitis_oralis_pneumoniae",1.15655747380834,17,"PRJEB27928",8,4,50
"Clostridium_scindens",1.22098492659285,14,"PRJEB27928",8,4,50
"Mitsuokella_unclassified",0.466878139413308,36,"PRJEB27928",8,4,50
"Butyricimonas_synergistica",0.521869647186644,34,"PRJEB27928",8,4,50
"Oxalobacter_formigenes",0.594933356224344,30,"PRJEB27928",8,4,50
"Campylobacter_ureolyticus",0.217625710501603,48,"PRJEB27928",8,4,50
"Granulicatella_adiacens",1.23804553003043,13,"PRJEB27928",8,4,50
"Bacteroides_nordii",0.434288301984029,38,"PRJEB27928",8,4,50
"Porphyromonas_uenonis",0.194677703794344,50,"PRJEB27928",8,4,50
"Clostridium_bolteae",1.30934758946627,11,"PRJEB27928",8,4,50
"Eubacterium_infirmum",0.288437569449914,46,"PRJEB27928",8,4,50
"Bacteroides_ovatus",0.750385039788003,25,"PRJEB27928",8,4,50
"Clostridium_citroniae",1.20981128815633,15,"PRJEB27928",8,4,50
"Blautia_hydrogenotrophica",0.354519713356895,44,"PRJEB27928",8,4,50
"Streptococcus_anginosus",0.641836180449063,26,"PRJEB27928",8,4,50
"Lachnospiraceae_bacterium_1_4_56FAA",0.346334171386786,45,"PRJEB27928",8,4,50
"Porphyromonas_somerae",0.374751840885098,43,"PRJEB27928",8,4,50
"candidate_division_TM7_single_cell_isolate_TM7c",0.405085171302895,39,"PRJEB27928",8,4,50
"Streptococcus_cristatus",0.387593917736468,41,"PRJEB27928",8,4,50
"Megasphaera_unclassified",0.384999361923917,42,"PRJEB27928",8,4,50
"Scardovia_wiggsiae",0.232088488890777,47,"PRJEB27928",8,4,50
"Eggerthella_lenta",0.541956914176871,33,"PRJEB27928",8,4,50
"Bacteroides_coprocola",0.64027790028761,28,"PRJEB27928",8,4,50
"Coprobacillus_unclassified",0.64099134915676,27,"PRJEB27928",8,4,50
"Gemella_sanguinis",0.584740873685473,31,"PRJEB27928",8,4,50
"Faecalibacterium_prausnitzii",0.819976235922515,24,"PRJEB27928",8,4,50
"Olsenella_unclassified",0.462247614303347,37,"PRJEB27928",8,4,50
"Clostridium_bartlettii",0.636253296790191,29,"PRJEB27928",8,4,50
"Clostridium_clostridioforme",0.967021448485261,18,"PRJEB27928",8,3,50
"Parvimonas_unclassified",1.77017661051637,5,"PRJEB27928",8,3,50
"Anaerotruncus_unclassified",3.02211933526221,1,"PRJEB27928",8,3,50
"Parvimonas_micra",0.861585691827929,20,"PRJEB27928",8,3,50
"Solobacterium_moorei",2.19481743967767,2,"PRJEB27928",8,3,50
"Peptostreptococcus_stomatis",0.858111341084535,21,"PRJEB27928",8,3,50
"Gemella_morbillorum",0.78904609743801,24,"PRJEB27928",8,3,50
"Ruminococcus_albus",1.14609986269972,14,"PRJEB27928",8,3,50
"Clostridium_symbiosum",0.931686948141279,19,"PRJEB27928",8,3,50
"Porphyromonas_asaccharolytica",1.43712447050795,9,"PRJEB27928",8,3,50
"Ruminococcus_torques",1.80006794237492,4,"PRJEB27928",8,3,50
"Clostridiales_bacterium_1_7_47FAA",1.20761082507132,11,"PRJEB27928",8,3,50
"Fusobacterium_nucleatum",0.849453262311365,22,"PRJEB27928",8,3,50
"Clostridiaceae_bacterium_JC118",0.778223117265885,25,"PRJEB27928",8,3,50
"Clostridium_hathewayi",1.55463828289309,7,"PRJEB27928",8,3,50
"Rothia_dentocariosa",0.634063171970751,31,"PRJEB27928",8,3,50
"Subdoligranulum_variabile",2.15202106812884,3,"PRJEB27928",8,3,50
"Butyrivibrio_unclassified",0.772657339489909,26,"PRJEB27928",8,3,50
"Subdoligranulum_sp_4_3_54A2FAA",0.478372981893835,39,"PRJEB27928",8,3,50
"Deinococcus_unclassified",0.438169269860789,41,"PRJEB27928",8,3,50
"Lachnospiraceae_bacterium_3_1_57FAA_CT1",1.58202861884634,6,"PRJEB27928",8,3,50
"Peptostreptococcus_unclassified",0.691179920577685,29,"PRJEB27928",8,3,50
"Streptococcus_mitis_oralis_pneumoniae",0.764497598781148,27,"PRJEB27928",8,3,50
"Clostridium_scindens",1.13687130583049,15,"PRJEB27928",8,3,50
"Mitsuokella_unclassified",0.684246202889934,30,"PRJEB27928",8,3,50
"Butyricimonas_synergistica",0.495278251120591,37,"PRJEB27928",8,3,50
"Oxalobacter_formigenes",1.3922649267298,10,"PRJEB27928",8,3,50
"Campylobacter_ureolyticus",0.15420888907017,49,"PRJEB27928",8,3,50
"Granulicatella_adiacens",0.594864547723536,32,"PRJEB27928",8,3,50
"Bacteroides_nordii",0.811243414499974,23,"PRJEB27928",8,3,50
"Porphyromonas_uenonis",0.715186770081992,28,"PRJEB27928",8,3,50
"Clostridium_bolteae",1.48464919567991,8,"PRJEB27928",8,3,50
"Eubacterium_infirmum",0.340856757711427,45,"PRJEB27928",8,3,50
"Bacteroides_ovatus",1.1559993868622,13,"PRJEB27928",8,3,50
"Clostridium_citroniae",0.978692407625279,17,"PRJEB27928",8,3,50
"Blautia_hydrogenotrophica",0.393100395466651,44,"PRJEB27928",8,3,50
"Streptococcus_anginosus",1.20595382945507,12,"PRJEB27928",8,3,50
"Lachnospiraceae_bacterium_1_4_56FAA",0.405420530833566,43,"PRJEB27928",8,3,50
"Porphyromonas_somerae",0.231809311553983,47,"PRJEB27928",8,3,50
"candidate_division_TM7_single_cell_isolate_TM7c",0.161715779186971,48,"PRJEB27928",8,3,50
"Streptococcus_cristatus",0.0997925876135556,50,"PRJEB27928",8,3,50
"Megasphaera_unclassified",0.466527039956488,40,"PRJEB27928",8,3,50
"Scardovia_wiggsiae",0.301879539944402,46,"PRJEB27928",8,3,50
"Eggerthella_lenta",0.572195978701561,33,"PRJEB27928",8,3,50
"Bacteroides_coprocola",0.482204599537408,38,"PRJEB27928",8,3,50
"Coprobacillus_unclassified",0.524729070887675,35,"PRJEB27928",8,3,50
"Gemella_sanguinis",0.545725536041484,34,"PRJEB27928",8,3,50
"Faecalibacterium_prausnitzii",0.986008609023283,16,"PRJEB27928",8,3,50
"Olsenella_unclassified",0.423885336409713,42,"PRJEB27928",8,3,50
"Clostridium_bartlettii",0.508611076296692,36,"PRJEB27928",8,3,50
"Clostridium_clostridioforme",1.13854171355145,15,"PRJEB27928",8,2,50
"Parvimonas_unclassified",1.69091320401401,5,"PRJEB27928",8,2,50
